_id,Category,Community,Status,Target Completion Date,Area,Region,Estimated Total Budget ($),Latitude,Longitude,Raw Completion Date,Municipal Funding_Flag,Provincial Funding_Flag,Federal Funding_Flag,Other Funding_Flag
762,Education,Milton,Complete,2024-09-18,Halton,Central,13668474,43.48357635,-79.85434527,18-Sep,0,1,0,0
763,Education,Milton,Complete,2024-09-19,Halton,Central,10134298,43.526575,-79.843362,19-Sep,0,1,0,0
764,Education,Milton,Complete,2024-09-19,Halton,Central,7693230,43.519342,-79.8434088,19-Sep,0,1,1,0
765,Education,Milton,Complete,2024-09-15,Halton,Central,12905288,43.4909,-79.85374,15-Sep,0,1,0,0
766,Education,Milton,Complete,2024-09-16,Halton,Central,4660409,43.51755,-79.88559,16-Sep,0,1,0,0
767,Education,Milton,Complete,2024-09-15,Halton,Central,637420,43.516192,-79.888998,15-Sep,0,1,0,0
768,Education,Milton,Complete,2024-09-22,Halton,Central,18792498,43.48007,-79.85075,22-Sep,0,1,0,1
769,Education,Milton,Complete,2024-09-21,Halton,Central,20130036,43.53094,-79.86268,21-Sep,0,1,0,0
770,Education,Milton,Complete,2024-09-24,Halton,Central,20699188,43.50217029,-79.83544847,24-Sep,0,1,0,1
773,Education,Milton,Under construction,2024-09-26,Halton,Central,24322278,43.5184477,-79.82437346,26-Sep,0,1,0,0
776,Education,Milton,Under construction,2024-09-28,Halton,Central,26357856,43.50634811,-79.87109258,28-Sep,0,1,0,1
779,Education,Mississauga,Complete,2024-09-17,Peel,Central,9338066,43.63222459,-79.71532404,17-Sep,0,1,1,1
780,Education,Mississauga,Complete,2024-09-18,Peel,Central,3407667,43.55189,-79.7403,18-Sep,0,1,0,0
782,Education,Mississauga,Complete,2024-09-16,Peel,Central,7019450,43.57918,-79.71922,16-Sep,0,1,0,0
783,Education,Mississauga,Complete,2024-09-16,Peel,Central,6773634,43.56291,-79.64781,16-Sep,0,1,0,1
784,Education,Mississauga,Complete,2024-09-21,Peel,Central,8200000,43.6271,-79.59257,21-Sep,0,1,0,0
785,Education,Mississauga,Complete,2024-09-18,Peel,Central,2500000,43.58151,-79.62055,18-Sep,0,1,0,0
786,Education,Mississauga,Complete,2024-09-22,Peel,Central,17401994,43.58788,-79.63283,22-Sep,0,1,0,1
787,Education,Mississauga,Complete,2024-09-24,Peel,Central,4733084,43.56705273,-79.7256937,24-Sep,0,1,0,0
788,Education,Mississauga,Under construction,2024-12-26,Peel,Central,38654939,43.56361749,-79.65909184,26-Dec,0,1,0,0
789,Education,Moosonee,Complete,2024-09-15,Cochrane,Northeast,1176000,51.285029,-80.625623,15-Sep,0,1,0,0
790,Education,Muskoka Lakes,Complete,2024-07-23,Muskoka,Central,1516384,45.08563,-79.63304,23-Jul,0,1,0,1
791,Education,New Tecumseth,Complete,2024-09-17,Simcoe,Central,10904319,44.16239,-79.85321,17-Sep,0,1,0,1
792,Education,New Tecumseth,Complete,2024-09-22,Simcoe,Central,11932707,44.16083,-79.79198,22-Sep,0,1,0,1
793,Education,New Tecumseth,Planning,2024-09-28,Simcoe,Central,41416969,44.1645116,-79.84541627,28-Sep,0,1,0,0
796,Education,Niagara Falls,Complete,2024-04-21,Niagara,Central,4647253,43.08316,-79.13749,21-Apr,0,1,0,1
797,Education,Niagara Falls,Under construction,2024-09-25,Niagara,Central,28782968,43.06994706,-79.13549471,25-Sep,0,1,0,0
799,Education,Niagara-on-the-Lake,Complete,2024-09-15,Niagara,Central,981398,43.2164,-79.1303,15-Sep,0,1,0,1
800,Education,Nipissing District,Complete,2024-09-15,Parry Sound,Northeast,1998000,46.70041,-79.10389,15-Sep,0,1,0,0
801,Education,North Bay,Complete,2024-09-16,Nipissing,Northeast,11584628,46.3298394,-79.4793134,16-Sep,0,1,0,0
802,Education,North Bay,Complete,2024-09-16,Nipissing,Northeast,809546,46.329832,-79.479063,16-Sep,0,1,0,0
803,Education,North Bay,Complete,2024-09-23,Nipissing,Northeast,15630588,46.32941739,-79.42889455,23-Sep,0,1,0,1
804,Education,North Bay,Complete,2024-09-22,Nipissing,Northeast,408475,46.32941739,-79.42889455,22-Sep,0,1,0,0
805,Education,North Dumfries,Complete,2024-09-19,Waterloo,Southwest,7983558,43.28377,-80.44023,19-Sep,0,1,0,1
806,Education,North Dumfries,Complete,2024-09-17,Waterloo,Southwest,8503531,43.29033351,-80.46024393,17-Sep,0,1,0,0
808,Education,North Frontenac,Complete,2024-09-15,Frontenac,East,8863909,45.43267643,-75.50905065,15-Sep,0,1,1,1
809,Education,North Grenville,Complete,2024-09-17,Leeds and Grenville,East,9145921,45.0213155,-75.6519408,17-Sep,0,1,0,0
810,Education,North Grenville,Complete,2024-09-18,Leeds and Grenville,East,1500000,45.03227,-75.66361,18-Sep,0,1,0,0
811,Education,North Grenville,Complete,2024-09-21,Leeds and Grenville,East,7273701,45.00818276,-75.64679063,21-Sep,0,1,0,0
812,Education,North Grenville,Complete,2024-09-17,Leeds and Grenville,East,2678100,45.00874,-75.63897,17-Sep,0,1,0,0
813,Education,North Grenville,Complete,2024-09-21,Leeds and Grenville,East,10105583,45.00874,-75.63897,21-Sep,0,1,0,0
815,Education,North Perth,Complete,2024-09-16,Perth,Southwest,11297219,43.74007,-80.96438,16-Sep,0,1,0,1
816,Education,North Perth,Complete,2024-09-20,Perth,Southwest,3937720,43.718,-80.95088,20-Sep,0,1,0,0
817,Education,North Perth,Under construction,2024-09-25,Perth,Southwest,8775600,43.72679,-80.94957,25-Sep,0,1,0,0
818,Education,North Perth,Planning,2024-09-26,Perth,Southwest,5814909,43.71772815,-80.95256521,26-Sep,0,1,0,0
819,Education,North Stormont,Complete,2024-09-21,"Stormont, Dundas and Glengarry",East,3416385,45.17018,-74.97279,21-Sep,0,1,0,1
820,Education,Northern Bruce Peninsula,Complete,2024-09-18,Bruce,Southwest,326800,44.98509,-81.25083,18-Sep,0,1,0,0
821,Education,Oakville,Complete,2024-09-16,Halton,Central,14990744,43.47689,-79.7358,16-Sep,0,1,0,0
822,Education,Oakville,Complete,2024-09-18,Halton,Central,18097892,43.46482,-79.70288,18-Sep,0,1,0,0
823,Education,Oakville,Complete,2024-09-15,Halton,Central,1156153,43.43198,-79.74178,15-Sep,0,1,0,0
824,Education,Oakville,Complete,2024-09-15,Halton,Central,12392307,43.47354,-79.74354,15-Sep,0,1,0,1
825,Education,Oakville,Complete,2024-01-20,Halton,Central,7472598,43.42281349,-79.70319132,20-Jan,0,1,0,1
826,Education,Oakville,Complete,2024-09-20,Halton,Central,18662498,43.48701,-79.73271,20-Sep,0,1,0,1
827,Education,Oakville,Complete,2024-01-21,Halton,Central,3122284,43.46316,-79.69535,21-Jan,0,1,0,0
828,Education,Oakville,Complete,2024-09-18,Halton,Central,413160,43.42269,-79.70377,18-Sep,0,1,0,0
829,Education,Oakville,Complete,2024-09-22,Halton,Central,6568836,43.43723822,-79.77364943,22-Sep,0,1,0,1
830,Education,Oakville,Under construction,2024-09-27,Halton,Central,69565611,43.46488301,-79.74606722,27-Sep,0,1,0,1
832,Education,Oakville,Under construction,2024-09-25,Halton,Central,24270271,43.49821246,-79.70882834,25-Sep,0,1,0,1
833,Education,Oakville,Under construction,2024-09-26,Halton,Central,39909662,43.49462106,-79.74431687,26-Sep,0,1,0,0
835,Education,Orangeville,Complete,2024-09-18,Dufferin,Central,2567987,43.8979,-80.12823,18-Sep,0,1,0,1
836,Education,Orillia,Complete,2024-09-15,Simcoe,Central,30374496,44.61232,-79.43422,15-Sep,0,1,0,0
838,Education,Orillia,Complete,2024-08-19,Simcoe,Central,856800,44.61025,-79.46225,19-Aug,0,1,0,0
839,Education,Orillia,Planning,2024-09-27,Simcoe,Central,9026347,44.60999756,-79.46089488,27-Sep,0,1,0,0
841,Education,Oro-Medonte,Under construction,2024-09-25,Simcoe,Central,19559112,44.5536328,-79.65791738,25-Sep,1,1,0,1
842,Education,Oro-Medonte,Planning,2024-09-26,Simcoe,Central,5867921,44.41454585,-79.57654972,26-Sep,0,1,0,0
843,Education,Oshawa,Complete,2024-09-14,Durham,Central,7943529,43.94636303,-78.84014931,14-Sep,0,1,0,1
844,Education,Oshawa,Complete,2024-09-14,Durham,Central,5200000,43.91046,-78.83603,14-Sep,0,1,0,0
845,Education,Oshawa,Complete,2024-09-18,Durham,Central,5155288,43.91177,-78.83574,18-Sep,0,1,0,1
846,Education,Oshawa,Complete,2024-09-16,Durham,Central,10806357,43.8980359,-78.8204504,16-Sep,0,1,0,0
847,Education,Oshawa,Complete,2024-09-18,Durham,Central,4419398,43.9076,-78.89081,18-Sep,0,1,0,1
848,Education,Oshawa,Complete,2024-09-18,Durham,Central,12208863,43.95265,-78.892686,18-Sep,0,1,0,0
849,Education,Oshawa,Complete,2024-09-19,Durham,Central,12666288,43.951186,-78.85746,19-Sep,0,1,0,0
850,Education,Oshawa,Complete,2024-09-20,Durham,Central,11663493,43.9656883,-78.89034774,20-Sep,0,1,0,1
851,Education,Oshawa,Complete,2024-09-16,Durham,Central,7618685,43.9454605,-78.8575229,16-Sep,0,1,0,1
853,Education,Oshawa,Complete,2024-09-24,Durham,Central,7318350,43.90135107,-78.86242673,24-Sep,0,1,0,1
854,Education,Oshawa,Planning,2024-09-27,Durham,Central,29405627,43.951548,-78.85485,27-Sep,0,1,0,0
855,Education,Oshawa,Complete,2024-09-24,Durham,Central,19718070,43.95723683,-78.914857,24-Sep,0,1,0,1
856,Education,Oshawa,Complete,2024-01-24,Durham,Central,4801755,43.96078088,-78.89067934,24-Jan,0,1,0,0
859,Education,Oshawa,Planning,2024-01-26,Durham,Central,3353400,43.94677691,-78.84046384,26-Jan,0,1,0,0
862,Education,Ottawa,Complete,2024-09-16,Ottawa,East,7107737,45.38983,-75.63128,16-Sep,0,1,0,1
863,Education,Ottawa,Complete,2024-09-16,Ottawa,East,8257772,45.26721,-75.6932,16-Sep,0,1,1,1
864,Education,Ottawa,Complete,2024-09-16,Ottawa,East,21090874,45.43591,-75.50284,16-Sep,0,1,0,1
865,Education,Ottawa,Complete,2024-09-16,Ottawa,East,13245613,45.25315496,-75.74620015,16-Sep,0,1,0,1
866,Education,Ottawa,Complete,2024-09-16,Ottawa,East,13021414,45.45052351,-75.46367905,16-Sep,0,1,0,1
867,Education,Ottawa,Complete,2024-09-16,Ottawa,East,7394359,45.38130098,-75.75799351,16-Sep,0,1,0,1
868,Education,Ottawa,Complete,2024-09-16,Ottawa,East,14888113,45.31183327,-75.93145068,16-Sep,0,1,0,1
869,Education,Ottawa,Complete,2024-09-17,Ottawa,East,14157151,45.318112,-75.604199,17-Sep,0,1,0,1
870,Education,Ottawa,Complete,2024-09-17,Ottawa,East,6964749,45.43432,-76.03509,17-Sep,0,1,0,1
871,Education,Ottawa,Complete,2024-09-17,Ottawa,East,663280,45.35352,-75.66371,17-Sep,0,1,0,0
872,Education,Ottawa,Complete,2024-09-18,Ottawa,East,10696618,45.33819,-75.93961,18-Sep,0,1,0,0
873,Education,Ottawa,Complete,2024-09-16,Ottawa,East,9867655,45.24233,-75.73492,16-Sep,0,1,0,0
874,Education,Ottawa,Complete,2024-09-17,Ottawa,East,7831599,45.28978,-75.67076,17-Sep,0,1,0,0
875,Education,Ottawa,Complete,2024-09-18,Ottawa,East,7956731,45.37795,-75.65996,18-Sep,0,1,0,0
876,Education,Ottawa,Complete,2024-09-19,Ottawa,East,5074349,45.30341,-75.90064,19-Sep,0,1,0,0
877,Education,Ottawa,Complete,2024-09-17,Ottawa,East,7387045,45.3485,-75.9367,17-Sep,0,1,1,0
878,Education,Ottawa,Complete,2024-09-18,Ottawa,East,7275526,45.4411,-75.5716,18-Sep,0,1,0,1
879,Education,Ottawa,Complete,2024-09-21,Ottawa,East,6834267,45.43495,-75.68489,21-Sep,0,1,1,1
880,Education,Ottawa,Complete,2024-09-21,Ottawa,East,19847053,45.26297,-75.75893,21-Sep,0,1,0,1
882,Education,Ottawa,Complete,2024-01-20,Ottawa,East,15823872,45.4323483,-75.6605439,20-Jan,0,1,1,1
883,Education,Ottawa,Complete,2024-09-16,Ottawa,East,9061603,45.44741,-75.4844,16-Sep,0,1,1,1
884,Education,Ottawa,Complete,2024-09-16,Ottawa,East,6887871,45.27313,-75.73751,16-Sep,0,1,0,0
885,Education,Ottawa,Complete,2024-09-15,Ottawa,East,11989718,45.32286,-75.89463,15-Sep,0,1,0,1
886,Education,Ottawa,Complete,2024-09-15,Ottawa,East,14048785,45.27908,-75.74105,15-Sep,0,1,0,1
887,Education,Ottawa,Complete,2024-09-15,Ottawa,East,4628179,45.4008,-75.69064,15-Sep,0,1,0,1
888,Education,Ottawa,Complete,2024-09-15,Ottawa,East,4658437,45.35731,-75.92801,15-Sep,0,1,0,0
889,Education,Ottawa,Complete,2024-09-16,Ottawa,East,2607505,45.382916,-75.758249,16-Sep,0,1,0,0
890,Education,Ottawa,Complete,2024-03-19,Ottawa,East,4697957,45.36051,-75.75196,19-Mar,0,1,0,1
891,Education,Ottawa,Complete,2024-01-19,Ottawa,East,3409878,45.32647,-75.80886,19-Jan,0,1,0,1
892,Education,Ottawa,Complete,2024-09-18,Ottawa,East,800000,45.33755,-75.77712,18-Sep,0,1,0,0
893,Education,Ottawa,Complete,2024-09-18,Ottawa,East,2700000,45.43868,-75.5993,18-Sep,0,1,0,0
894,Education,Ottawa,Complete,2024-03-19,Ottawa,East,3094878,45.34309,-75.72791,19-Mar,0,1,0,1
895,Education,Ottawa,Complete,2024-09-18,Ottawa,East,500000,45.34393,-75.78501,18-Sep,0,1,0,0
896,Education,Ottawa,Complete,2024-03-19,Ottawa,East,2249878,45.3335946,-75.7816492,19-Mar,0,1,0,1
897,Education,Ottawa,Complete,2024-09-18,Ottawa,East,850000,45.37425,-75.77242,18-Sep,0,1,0,0
898,Education,Ottawa,Complete,2024-09-15,Ottawa,East,9908482,45.45155,-75.47045,15-Sep,0,1,0,0
901,Education,Ottawa,Complete,2024-09-15,Ottawa,East,881604,45.27875,-75.85871,15-Sep,0,1,0,1
902,Education,Ottawa,Complete,2024-09-15,Ottawa,East,209412,45.42192,-75.60526,15-Sep,0,1,0,1
903,Education,Ottawa,Complete,2024-09-15,Ottawa,East,530771,45.36326,-75.77674,15-Sep,0,1,0,1
904,Education,Ottawa,Complete,2024-09-15,Ottawa,East,2300000,45.40036,-75.64163,15-Sep,0,1,0,1
905,Education,Ottawa,Complete,2024-09-15,Ottawa,East,900828,45.37266,-75.67127,15-Sep,0,1,0,1
906,Education,Ottawa,Complete,2024-09-15,Ottawa,East,2397575,45.35244,-75.71247,15-Sep,0,1,0,1
907,Education,Ottawa,Complete,2024-09-15,Ottawa,East,211040,45.4416262,-75.6335512,15-Sep,0,1,0,1
908,Education,Ottawa,Complete,2024-09-15,Ottawa,East,20852310,45.274734,-75.89693518,15-Sep,0,1,0,1
909,Education,Ottawa,Complete,2024-09-15,Ottawa,East,333756,45.47197,-75.50958,15-Sep,0,1,0,1
910,Education,Ottawa,Complete,2024-09-15,Ottawa,East,2414,45.31128,-75.88231,15-Sep,0,1,0,1
911,Education,Ottawa,Complete,2024-09-15,Ottawa,East,6218864,45.43258,-75.68202,15-Sep,0,1,0,1
912,Education,Ottawa,Complete,2024-09-15,Ottawa,East,8068914,45.24543533,-75.736154,15-Sep,0,1,0,1
913,Education,Ottawa,Complete,2024-09-15,Ottawa,East,542574,45.35568,-75.3537,15-Sep,0,1,0,1
914,Education,Ottawa,Complete,2024-09-15,Ottawa,East,239993,45.46574,-75.52141,15-Sep,0,1,0,1
915,Education,Ottawa,Complete,2024-09-24,Ottawa,East,41591283,45.267703,-75.890482,24-Sep,0,1,0,1
916,Education,Ottawa,Complete,2024-01-20,Ottawa,East,4726116,45.39424,-75.73596,20-Jan,0,1,0,0
917,Education,Ottawa,Complete,2024-04-21,Ottawa,East,14160837,45.26251436,-75.74061621,21-Apr,0,1,0,0
918,Education,Ottawa,Complete,2024-09-20,Ottawa,East,10643534,45.27156,-75.67989,20-Sep,0,1,0,1
919,Education,Ottawa,Complete,2024-01-23,Ottawa,East,19564558,45.27251598,-75.88071174,23-Jan,0,1,0,1
920,Education,Ottawa,Complete,2024-01-24,Ottawa,East,23029410,45.239478,-75.734469,24-Jan,0,1,0,1
921,Education,Ottawa,Complete,2024-09-22,Ottawa,East,2923358,45.29147632,-75.86097684,22-Sep,0,1,0,1
922,Education,Ottawa,Under construction,2024-09-26,Ottawa,East,20406284,45.27334978,-75.87116519,26-Sep,0,1,1,1
923,Education,Ottawa,Under construction,2024-09-25,Ottawa,East,60664972,45.27146119,-75.68675433,25-Sep,0,1,0,1
924,Education,Ottawa,Complete,2024-09-23,Ottawa,East,17616763,45.283372,-75.911992,23-Sep,0,1,0,1
925,Education,Ottawa,Complete,2024-01-24,Ottawa,East,17432809,45.25865872,-75.76745556,24-Jan,0,1,0,1
926,Education,Ottawa,Under construction,2024-09-25,Ottawa,East,23168273,45.239663,-75.736286,25-Sep,0,1,1,1
927,Education,Ottawa,Complete,2024-05-21,Ottawa,East,1455353,45.33681,-75.78806,21-May,0,1,0,0
928,Education,Ottawa,Planning,2024-09-25,Ottawa,East,5750869,45.409458,-75.673915,25-Sep,0,1,0,0
930,Education,Ottawa,Complete,2024-09-24,Ottawa,East,19714768,45.31780086,-75.60373936,24-Sep,0,1,0,1
932,Education,Ottawa,Complete,2024-09-24,Ottawa,East,11977182,45.274734,-75.89693518,24-Sep,0,1,0,1
936,Education,Ottawa,Complete,2024-09-24,Ottawa,East,12144986,45.43591,-75.50284,24-Sep,0,1,0,1
937,Education,Ottawa,Planning,2024-01-26,Ottawa,East,16097345,45.32297638,-75.89556441,26-Jan,0,1,0,0
938,Education,Ottawa,Planning,2024-01-26,Ottawa,East,15616117,45.29531923,-75.87985508,26-Jan,0,1,0,0
942,Education,Ottawa,Planning,2024-01-27,Ottawa,East,9973810,45.18549982,-75.83589704,27-Jan,0,1,0,0
952,Education,Owen Sound,Complete,2024-09-17,Grey,Southwest,5062613,44.56713,-80.91613,17-Sep,0,1,0,0
953,Education,Owen Sound,Complete,2024-09-16,Grey,Southwest,6728750,44.56513,-80.95752,16-Sep,0,1,0,0
954,Education,Owen Sound,Planning,2024-09-28,Grey,Southwest,36097630,44.57386,-80.93409,28-Sep,0,1,0,0
955,Education,Parry Sound,Under construction,2024-09-25,Parry Sound,Northeast,50856108,45.35447482,-80.03883137,25-Sep,0,1,0,1
956,Education,Parry Sound,Complete,2024-09-16,Parry Sound,Northeast,12572291,45.3575498,-80.02935177,16-Sep,0,1,0,0
958,Education,Pelham,Complete,2024-09-17,Niagara,Central,3172936,43.02813,-79.35635,17-Sep,0,1,0,1
959,Education,Penetanguishene,Complete,2024-09-17,Simcoe,Central,3531219,44.775765,-79.933569,17-Sep,0,1,0,0
960,Education,Penetanguishene,Complete,2024-09-17,Simcoe,Central,649900,44.775765,-79.933569,17-Sep,0,1,0,0
961,Education,Penetanguishene,Complete,2024-09-18,Simcoe,Central,143520,44.775765,-79.933569,18-Sep,0,1,0,0
963,Education,Petawawa,Complete,2024-09-16,Renfrew,East,319863,45.898847,-77.259402,16-Sep,0,1,0,0
964,Education,Petawawa,Complete,2024-09-15,Renfrew,East,613442,45.912511,-77.277362,15-Sep,0,1,0,0
965,Education,Petawawa,Complete,2024-09-16,Renfrew,East,319863,45.908353,-77.272893,16-Sep,0,1,0,0
966,Education,Petawawa,Complete,2024-09-15,Renfrew,East,31223133,45.89509,-77.25698,15-Sep,0,1,0,1
967,Education,Petawawa,Complete,2024-09-15,Renfrew,East,2388248,45.89439,-77.25674,15-Sep,0,1,0,0
968,Education,Peterborough,Complete,2024-09-16,Peterborough,East,2732958,44.33092,-78.30986,16-Sep,0,1,0,0
969,Education,Peterborough,Complete,2024-09-21,Peterborough,East,18532719,44.30857,-78.30389,21-Sep,0,1,0,1
970,Education,Peterborough,Complete,2024-09-17,Peterborough,East,10953721,44.29227,-78.36607,17-Sep,0,1,1,0
971,Education,Peterborough County,Complete,2024-09-23,Peterborough,East,4611663,44.37678049,-78.19184202,23-Sep,0,1,0,1
972,Education,Pickering,Complete,2024-09-17,Durham,Central,4790555,43.97087,-79.13376,17-Sep,0,1,0,1
973,Education,Pickering,Complete,2024-09-15,Durham,Central,8805308,43.81584,-79.10929,15-Sep,0,1,0,0
974,Education,Pickering,Complete,2024-09-16,Durham,Central,1482852,43.81584,-79.10929,16-Sep,0,1,0,0
975,Education,Pickering,Under construction,2024-09-25,Durham,Central,13676371,43.87486952,-79.09129188,25-Sep,0,1,0,0
976,Education,Pickering,Planning,2024-09-26,Durham,Central,16956116,43.87132488,-79.11394541,26-Sep,0,1,0,0
977,Education,Pickering,Planning,2024-09-27,Durham,Central,367837,43.8602289,-79.07888207,27-Sep,0,1,0,0
979,Education,Plympton-Wyoming,Complete,2024-09-17,Lambton,Southwest,3700822,42.95085,-82.12298,17-Sep,0,1,0,0
980,Education,Plympton-Wyoming,Under construction,2024-05-25,Lambton,Southwest,3848501,43.04304,-82.18677,25-May,0,1,0,0
981,Education,Port Colborne,Complete,2024-09-15,Niagara,Central,5501722,42.89627,-79.24444,15-Sep,0,1,0,0
982,Education,Port Hope,Complete,2024-09-17,Northumberland,East,2061064,43.95677,-78.31532,17-Sep,0,1,0,0
983,Education,Prince Edward County,Complete,2024-09-17,Prince Edward,East,93321,43.934198,-77.152875,17-Sep,0,1,0,0
985,Education,Quinte West,Complete,2024-09-16,Hastings,East,12133226,44.10944,-77.57468,16-Sep,0,1,0,0
987,Education,Quinte West,Complete,2024-09-15,Hastings,East,721610,44.11083911,-77.55544602,15-Sep,0,1,0,1
988,Education,Quinte West,Under construction,2024-09-25,Hastings,East,4561225,44.09731,-77.6162,25-Sep,0,1,0,0
989,Education,Rainy River,Under construction,2024-09-25,Rainy River,Northwest,25482646,48.71935574,-94.56173919,25-Sep,0,1,0,1
991,Education,Red Rock,Complete,2024-09-24,Thunder Bay,Northwest,1638793,48.9403534,-88.26184602,24-Sep,0,1,0,1
992,Education,Renfrew,Complete,2024-01-25,Renfrew,East,19130908,45.46486,-76.67097,25-Jan,0,1,0,1
993,Education,Richmond Hill,Complete,2024-09-19,York,Central,8424330,43.94962,-79.45641,19-Sep,0,1,0,1
994,Education,Richmond Hill,Complete,2024-09-17,York,Central,3255308,43.84385,-79.43829,17-Sep,0,1,0,1
995,Education,Richmond Hill,Complete,2024-09-17,York,Central,851051,43.9495,-79.45629,17-Sep,0,1,0,0
996,Education,Richmond Hill,Planning,1999-01-01,York,Central,370150,43.89478989,-79.4656423,Jan-99,0,1,0,0
997,Education,Richmond Hill,Planning,2024-09-27,York,Central,24438597,43.95264838,-79.45759074,27-Sep,0,1,0,0
998,Education,Russell,Planning,2024-01-26,Prescott and Russell,East,4914018,45.2637,-75.3615,26-Jan,0,1,0,0
999,Education,Russell,Planning,2024-09-26,Prescott and Russell,East,5341465,45.25119071,-75.35319807,26-Sep,0,1,0,0
1002,Education,Sarnia,Complete,2024-09-18,Lambton,Southwest,10504083,42.96695,-82.366,18-Sep,0,1,0,1
1005,Education,Sault Ste. Marie,Complete,2024-09-15,Algoma,Northeast,45395617,46.54026753,-84.30681955,15-Sep,0,1,0,1
1006,Education,Sault Ste. Marie,Complete,2024-09-18,Algoma,Northeast,11737857,46.53525734,-84.3253486,18-Sep,0,1,0,1
1007,Education,Sault Ste. Marie,Complete,2024-09-17,Algoma,Northeast,7785157,46.5227294,-84.3292173,17-Sep,0,1,0,1
1008,Education,Sault Ste. Marie,Complete,2024-05-24,Algoma,Northeast,7452061,46.54581362,-84.30800343,24-May,0,1,0,1
1009,Education,Sault Ste. Marie,Under construction,2024-09-25,Algoma,Northeast,8209153,46.5328,-84.38951,25-Sep,0,1,0,1
1010,Education,Selwyn,Complete,2024-09-17,Peterborough,East,6682125,44.41981,-78.27841,17-Sep,0,1,0,1
1011,Education,Severn,Complete,2024-09-16,Simcoe,Central,7335730,44.70223,-79.39028,16-Sep,0,1,0,0
1012,Education,Shelburne,Complete,2024-09-23,Dufferin,Central,2642001,44.08240873,-80.21117579,23-Sep,0,1,0,1
1014,Education,Simcoe County,Planning,2024-09-26,Simcoe,Central,6832647,44.10716542,-79.57848171,26-Sep,0,1,0,0
1015,Education,Simcoe County,Planning,2024-09-26,Simcoe,Central,8582760,44.03561432,-79.80826721,26-Sep,0,1,0,0
1016,Education,Sioux Lookout,Complete,2024-09-18,Kenora,Northwest,23794904,50.1094544,-91.91154857,18-Sep,1,1,0,1
1017,Education,Smiths Falls,Complete,2024-09-18,Lanark,East,14467499,44.88559082,-76.02264426,18-Sep,0,1,0,0
1018,Education,Smooth Rock Falls,Complete,2024-09-16,Cochrane,Northeast,715991,49.2773143,-81.6342199,16-Sep,0,1,0,0
1019,Education,South Algonquin,Complete,2024-09-17,Nipissing,Northeast,1112355,45.4926,-78.23353,17-Sep,0,1,0,1
1020,Education,South Bruce,Complete,2024-09-16,Bruce,Southwest,1656471,44.04037,-81.11702,16-Sep,0,1,0,1
1021,Education,South Glengarry,Complete,2024-09-23,"Stormont, Dundas and Glengarry",East,3719408,45.13455878,-74.5508959,23-Sep,0,1,0,1
1022,Education,South Stormont,Complete,2024-09-16,"Stormont, Dundas and Glengarry",East,1238038,45.000976,-74.98962503,16-Sep,0,1,0,0
1024,Education,Springwater,Complete,2024-02-19,Simcoe,Central,7317171,44.57957,-79.86481,19-Feb,1,1,0,1
1025,Education,St. Catharines,Complete,2024-09-15,Niagara,Central,9114962,43.16866,-79.24843,15-Sep,0,1,0,1
1026,Education,St. Clair,Complete,2024-11-23,Lambton,Southwest,5237220,42.65784833,-82.50046476,23-Nov,0,1,0,1
1028,Education,St. Thomas,Complete,2024-09-24,Elgin,Southwest,5718667,42.76800965,-81.1707016,24-Sep,0,1,0,0
1030,Education,Stirling-Rawdon,Complete,2024-09-15,Hastings,East,13130154,44.29367,-77.55213,15-Sep,0,1,0,1
1031,Education,Stratford,Complete,2024-01-21,Perth,Southwest,6535287,43.37092,-80.98646,21-Jan,0,1,0,1
1032,Education,Tay,Complete,2024-09-16,Simcoe,Central,1800024,44.751,-79.77061,16-Sep,0,1,0,1
1033,Education,Tay,Complete,2024-04-24,Simcoe,Central,1198757,44.7464,-79.7613,24-Apr,0,1,0,0
1034,Education,Tecumseh,Complete,2024-09-24,Essex,Southwest,24215284,42.307008,-82.861027,24-Sep,0,1,0,1
1035,Education,Tecumseh,Complete,2024-09-15,Essex,Southwest,10710439,42.27812,-82.89233,15-Sep,0,1,0,0
1036,Education,Temiskaming Shores,Complete,2024-09-17,Timiskaming,Northeast,4588758,47.54344,-79.67363,17-Sep,0,1,1,1
1037,Education,Temiskaming Shores,Complete,2024-09-15,Timiskaming,Northeast,870565,47.51151,-79.67961,15-Sep,0,1,0,0
1038,Education,The Nation,Under construction,2024-06-25,Prescott and Russell,East,5788181,45.35018,-75.2632,25-Jun,0,1,0,0
1039,Education,Thorold,Complete,2024-04-20,Niagara,Central,2142457,43.11686,-79.21437,20-Apr,0,1,0,0
1040,Education,Thorold,Complete,2024-09-22,Niagara,Central,5131382,43.12173,-79.21593,22-Sep,0,1,0,0
1042,Education,Thunder Bay,Complete,2024-09-17,Thunder Bay,Northwest,6015680,48.37209,-89.26674,17-Sep,0,1,0,0
1044,Education,Thunder Bay,Complete,2024-09-20,Thunder Bay,Northwest,27980790,48.38839,-89.28096,20-Sep,0,1,0,1
1045,Education,Thunder Bay,Complete,2024-09-18,Thunder Bay,Northwest,4749675,48.37316,-89.29105,18-Sep,0,1,0,1
1047,Education,Thunder Bay,Complete,2024-09-18,Thunder Bay,Northwest,3491187,48.389,-89.28265,18-Sep,0,1,0,0
1050,Education,Tillsonburg,Complete,2024-09-14,Oxford,Southwest,2072676,42.86467,-80.72225,14-Sep,0,1,0,1
