_id,Category,Status,Estimated Total Budget ($),Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Latitude,Longitude,Target_Year
816,Education,Complete,3937720,0,1,0,0,43.718,-80.95088,2025
817,Education,Under construction,8775600,0,1,0,0,43.72679,-80.94957,2025
818,Education,Planning,5814909,0,1,0,0,43.71772815,-80.95256521,2025
819,Education,Complete,3416385,0,1,0,1,45.17018,-74.97279,2025
820,Education,Complete,326800,0,1,0,0,44.98509,-81.25083,2025
821,Education,Complete,14990744,0,1,0,0,43.47689,-79.7358,2025
822,Education,Complete,18097892,0,1,0,0,43.46482,-79.70288,2025
823,Education,Complete,1156153,0,1,0,0,43.43198,-79.74178,2025
824,Education,Complete,12392307,0,1,0,1,43.47354,-79.74354,2025
825,Education,Complete,7472598,0,1,0,1,43.42281349,-79.70319132,2025
826,Education,Complete,18662498,0,1,0,1,43.48701,-79.73271,2025
827,Education,Complete,3122284,0,1,0,0,43.46316,-79.69535,2025
828,Education,Complete,413160,0,1,0,0,43.42269,-79.70377,2025
829,Education,Complete,6568836,0,1,0,1,43.43723822,-79.77364943,2025
830,Education,Under construction,69565611,0,1,0,1,43.46488301,-79.74606722,2025
832,Education,Under construction,24270271,0,1,0,1,43.49821246,-79.70882834,2025
833,Education,Under construction,39909662,0,1,0,0,43.49462106,-79.74431687,2025
835,Education,Complete,2567987,0,1,0,1,43.8979,-80.12823,2025
836,Education,Complete,30374496,0,1,0,0,44.61232,-79.43422,2025
837,Education,Complete,0,0,0,0,1,44.611687,-79.423062,2025
838,Education,Complete,856800,0,1,0,0,44.61025,-79.46225,2025
839,Education,Planning,9026347,0,1,0,0,44.60999756,-79.46089488,2025
841,Education,Under construction,19559112,1,1,0,1,44.5536328,-79.65791738,2025
842,Education,Planning,5867921,0,1,0,0,44.41454585,-79.57654972,2025
843,Education,Complete,7943529,0,1,0,1,43.94636303,-78.84014931,2025
844,Education,Complete,5200000,0,1,0,0,43.91046,-78.83603,2025
845,Education,Complete,5155288,0,1,0,1,43.91177,-78.83574,2025
846,Education,Complete,10806357,0,1,0,0,43.8980359,-78.8204504,2025
847,Education,Complete,4419398,0,1,0,1,43.9076,-78.89081,2025
848,Education,Complete,12208863,0,1,0,0,43.95265,-78.892686,2025
849,Education,Complete,12666288,0,1,0,0,43.951186,-78.85746,2025
850,Education,Complete,11663493,0,1,0,1,43.9656883,-78.89034774,2025
851,Education,Complete,7618685,0,1,0,1,43.9454605,-78.8575229,2025
852,Education,Complete,0,0,0,0,1,43.8803,-78.8434,2025
853,Education,Complete,7318350,0,1,0,1,43.90135107,-78.86242673,2025
854,Education,Planning,29405627,0,1,0,0,43.951548,-78.85485,2025
855,Education,Complete,19718070,0,1,0,1,43.95723683,-78.914857,2025
856,Education,Complete,4801755,0,1,0,0,43.96078088,-78.89067934,2025
859,Education,Planning,3353400,0,1,0,0,43.94677691,-78.84046384,2025
862,Education,Complete,7107737,0,1,0,1,45.38983,-75.63128,2025
863,Education,Complete,8257772,0,1,1,1,45.26721,-75.6932,2025
864,Education,Complete,21090874,0,1,0,1,45.43591,-75.50284,2025
865,Education,Complete,13245613,0,1,0,1,45.25315496,-75.74620015,2025
866,Education,Complete,13021414,0,1,0,1,45.45052351,-75.46367905,2025
867,Education,Complete,7394359,0,1,0,1,45.38130098,-75.75799351,2025
868,Education,Complete,14888113,0,1,0,1,45.31183327,-75.93145068,2025
869,Education,Complete,14157151,0,1,0,1,45.318112,-75.604199,2025
870,Education,Complete,6964749,0,1,0,1,45.43432,-76.03509,2025
871,Education,Complete,663280,0,1,0,0,45.35352,-75.66371,2025
872,Education,Complete,10696618,0,1,0,0,45.33819,-75.93961,2025
873,Education,Complete,9867655,0,1,0,0,45.24233,-75.73492,2025
874,Education,Complete,7831599,0,1,0,0,45.28978,-75.67076,2025
875,Education,Complete,7956731,0,1,0,0,45.37795,-75.65996,2025
876,Education,Complete,5074349,0,1,0,0,45.30341,-75.90064,2025
877,Education,Complete,7387045,0,1,1,0,45.3485,-75.9367,2025
878,Education,Complete,7275526,0,1,0,1,45.4411,-75.5716,2025
879,Education,Complete,6834267,0,1,1,1,45.43495,-75.68489,2025
880,Education,Complete,19847053,0,1,0,1,45.26297,-75.75893,2025
881,Education,Complete,0,0,0,1,1,45.36354,-75.67206,2025
882,Education,Complete,15823872,0,1,1,1,45.4323483,-75.6605439,2025
883,Education,Complete,9061603,0,1,1,1,45.44741,-75.4844,2025
884,Education,Complete,6887871,0,1,0,0,45.27313,-75.73751,2025
885,Education,Complete,11989718,0,1,0,1,45.32286,-75.89463,2025
886,Education,Complete,14048785,0,1,0,1,45.27908,-75.74105,2025
887,Education,Complete,4628179,0,1,0,1,45.4008,-75.69064,2025
888,Education,Complete,4658437,0,1,0,0,45.35731,-75.92801,2025
889,Education,Complete,2607505,0,1,0,0,45.382916,-75.758249,2025
890,Education,Complete,4697957,0,1,0,1,45.36051,-75.75196,2025
891,Education,Complete,3409878,0,1,0,1,45.32647,-75.80886,2025
892,Education,Complete,800000,0,1,0,0,45.33755,-75.77712,2025
893,Education,Complete,2700000,0,1,0,0,45.43868,-75.5993,2025
894,Education,Complete,3094878,0,1,0,1,45.34309,-75.72791,2025
895,Education,Complete,500000,0,1,0,0,45.34393,-75.78501,2025
896,Education,Complete,2249878,0,1,0,1,45.3335946,-75.7816492,2025
897,Education,Complete,850000,0,1,0,0,45.37425,-75.77242,2025
898,Education,Complete,9908482,0,1,0,0,45.45155,-75.47045,2025
899,Education,Complete,0,0,0,0,1,45.4411,-75.5716,2025
900,Education,Complete,0,0,0,0,1,45.39871,-75.63041,2025
901,Education,Complete,881604,0,1,0,1,45.27875,-75.85871,2025
902,Education,Complete,209412,0,1,0,1,45.42192,-75.60526,2025
903,Education,Complete,530771,0,1,0,1,45.36326,-75.77674,2025
904,Education,Complete,2300000,0,1,0,1,45.40036,-75.64163,2025
905,Education,Complete,900828,0,1,0,1,45.37266,-75.67127,2025
906,Education,Complete,2397575,0,1,0,1,45.35244,-75.71247,2025
907,Education,Complete,211040,0,1,0,1,45.4416262,-75.6335512,2025
908,Education,Complete,20852310,0,1,0,1,45.274734,-75.89693518,2025
909,Education,Complete,333756,0,1,0,1,45.47197,-75.50958,2025
910,Education,Complete,2414,0,1,0,1,45.31128,-75.88231,2025
911,Education,Complete,6218864,0,1,0,1,45.43258,-75.68202,2025
912,Education,Complete,8068914,0,1,0,1,45.24543533,-75.736154,2025
913,Education,Complete,542574,0,1,0,1,45.35568,-75.3537,2025
914,Education,Complete,239993,0,1,0,1,45.46574,-75.52141,2025
915,Education,Complete,41591283,0,1,0,1,45.267703,-75.890482,2025
916,Education,Complete,4726116,0,1,0,0,45.39424,-75.73596,2025
917,Education,Complete,14160837,0,1,0,0,45.26251436,-75.74061621,2025
918,Education,Complete,10643534,0,1,0,1,45.27156,-75.67989,2025
919,Education,Complete,19564558,0,1,0,1,45.27251598,-75.88071174,2025
920,Education,Complete,23029410,0,1,0,1,45.239478,-75.734469,2025
921,Education,Complete,2923358,0,1,0,1,45.29147632,-75.86097684,2025
922,Education,Under construction,20406284,0,1,1,1,45.27334978,-75.87116519,2025
923,Education,Under construction,60664972,0,1,0,1,45.27146119,-75.68675433,2025
924,Education,Complete,17616763,0,1,0,1,45.283372,-75.911992,2025
925,Education,Complete,17432809,0,1,0,1,45.25865872,-75.76745556,2025
926,Education,Under construction,23168273,0,1,1,1,45.239663,-75.736286,2025
927,Education,Complete,1455353,0,1,0,0,45.33681,-75.78806,2025
928,Education,Planning,5750869,0,1,0,0,45.409458,-75.673915,2025
930,Education,Complete,19714768,0,1,0,1,45.31780086,-75.60373936,2025
932,Education,Complete,11977182,0,1,0,1,45.274734,-75.89693518,2025
936,Education,Complete,12144986,0,1,0,1,45.43591,-75.50284,2025
937,Education,Planning,16097345,0,1,0,0,45.32297638,-75.89556441,2025
938,Education,Planning,15616117,0,1,0,0,45.29531923,-75.87985508,2025
942,Education,Planning,9973810,0,1,0,0,45.18549982,-75.83589704,2025
952,Education,Complete,5062613,0,1,0,0,44.56713,-80.91613,2025
953,Education,Complete,6728750,0,1,0,0,44.56513,-80.95752,2025
954,Education,Planning,36097630,0,1,0,0,44.57386,-80.93409,2025
955,Education,Under construction,50856108,0,1,0,1,45.35447482,-80.03883137,2025
956,Education,Complete,12572291,0,1,0,0,45.3575498,-80.02935177,2025
958,Education,Complete,3172936,0,1,0,1,43.02813,-79.35635,2025
959,Education,Complete,3531219,0,1,0,0,44.775765,-79.933569,2025
960,Education,Complete,649900,0,1,0,0,44.775765,-79.933569,2025
961,Education,Complete,143520,0,1,0,0,44.775765,-79.933569,2025
963,Education,Complete,319863,0,1,0,0,45.898847,-77.259402,2025
964,Education,Complete,613442,0,1,0,0,45.912511,-77.277362,2025
965,Education,Complete,319863,0,1,0,0,45.908353,-77.272893,2025
966,Education,Complete,31223133,0,1,0,1,45.89509,-77.25698,2025
967,Education,Complete,2388248,0,1,0,0,45.89439,-77.25674,2025
968,Education,Complete,2732958,0,1,0,0,44.33092,-78.30986,2025
969,Education,Complete,18532719,0,1,0,1,44.30857,-78.30389,2025
970,Education,Complete,10953721,0,1,1,0,44.29227,-78.36607,2025
971,Education,Complete,4611663,0,1,0,1,44.37678049,-78.19184202,2025
972,Education,Complete,4790555,0,1,0,1,43.97087,-79.13376,2025
973,Education,Complete,8805308,0,1,0,0,43.81584,-79.10929,2025
974,Education,Complete,1482852,0,1,0,0,43.81584,-79.10929,2025
975,Education,Under construction,13676371,0,1,0,0,43.87486952,-79.09129188,2025
976,Education,Planning,16956116,0,1,0,0,43.87132488,-79.11394541,2025
977,Education,Planning,367837,0,1,0,0,43.8602289,-79.07888207,2025
979,Education,Complete,3700822,0,1,0,0,42.95085,-82.12298,2025
980,Education,Under construction,3848501,0,1,0,0,43.04304,-82.18677,2025
981,Education,Complete,5501722,0,1,0,0,42.89627,-79.24444,2025
982,Education,Complete,2061064,0,1,0,0,43.95677,-78.31532,2025
983,Education,Complete,93321,0,1,0,0,43.934198,-77.152875,2025
985,Education,Complete,12133226,0,1,0,0,44.10944,-77.57468,2025
986,Education,Complete,0,0,0,0,1,44.11387898,-77.55492458,2025
987,Education,Complete,721610,0,1,0,1,44.11083911,-77.55544602,2025
988,Education,Under construction,4561225,0,1,0,0,44.09731,-77.6162,2025
989,Education,Under construction,25482646,0,1,0,1,48.71935574,-94.56173919,2025
990,Education,Complete,0,0,0,0,1,51.01412,-93.81795,2025
991,Education,Complete,1638793,0,1,0,1,48.9403534,-88.26184602,2025
992,Education,Complete,19130908,0,1,0,1,45.46486,-76.67097,2025
993,Education,Complete,8424330,0,1,0,1,43.94962,-79.45641,2025
994,Education,Complete,3255308,0,1,0,1,43.84385,-79.43829,2025
995,Education,Complete,851051,0,1,0,0,43.9495,-79.45629,2025
997,Education,Planning,24438597,0,1,0,0,43.95264838,-79.45759074,2025
998,Education,Planning,4914018,0,1,0,0,45.2637,-75.3615,2025
999,Education,Planning,5341465,0,1,0,0,45.25119071,-75.35319807,2025
1002,Education,Complete,10504083,0,1,0,1,42.96695,-82.366,2025
1005,Education,Complete,45395617,0,1,0,1,46.54026753,-84.30681955,2025
1006,Education,Complete,11737857,0,1,0,1,46.53525734,-84.3253486,2025
1007,Education,Complete,7785157,0,1,0,1,46.5227294,-84.3292173,2025
1008,Education,Complete,7452061,0,1,0,1,46.54581362,-84.30800343,2025
1009,Education,Under construction,8209153,0,1,0,1,46.5328,-84.38951,2025
1010,Education,Complete,6682125,0,1,0,1,44.41981,-78.27841,2025
1011,Education,Complete,7335730,0,1,0,0,44.70223,-79.39028,2025
1012,Education,Complete,2642001,0,1,0,1,44.08240873,-80.21117579,2025
1014,Education,Planning,6832647,0,1,0,0,44.10716542,-79.57848171,2025
1015,Education,Planning,8582760,0,1,0,0,44.03561432,-79.80826721,2025
1016,Education,Complete,23794904,1,1,0,1,50.1094544,-91.91154857,2025
1017,Education,Complete,14467499,0,1,0,0,44.88559082,-76.02264426,2025
1018,Education,Complete,715991,0,1,0,0,49.2773143,-81.6342199,2025
1019,Education,Complete,1112355,0,1,0,1,45.4926,-78.23353,2025
1020,Education,Complete,1656471,0,1,0,1,44.04037,-81.11702,2025
1021,Education,Complete,3719408,0,1,0,1,45.13455878,-74.5508959,2025
1022,Education,Complete,1238038,0,1,0,0,45.000976,-74.98962503,2025
1024,Education,Complete,7317171,1,1,0,1,44.57957,-79.86481,2025
1025,Education,Complete,9114962,0,1,0,1,43.16866,-79.24843,2025
1026,Education,Complete,5237220,0,1,0,1,42.65784833,-82.50046476,2025
1027,Education,Complete,0,0,0,0,1,42.76771,-81.17034,2025
1028,Education,Complete,5718667,0,1,0,0,42.76800965,-81.1707016,2025
1030,Education,Complete,13130154,0,1,0,1,44.29367,-77.55213,2025
1031,Education,Complete,6535287,0,1,0,1,43.37092,-80.98646,2025
1032,Education,Complete,1800024,0,1,0,1,44.751,-79.77061,2025
1033,Education,Complete,1198757,0,1,0,0,44.7464,-79.7613,2025
1034,Education,Complete,24215284,0,1,0,1,42.307008,-82.861027,2025
1035,Education,Complete,10710439,0,1,0,0,42.27812,-82.89233,2025
1036,Education,Complete,4588758,0,1,1,1,47.54344,-79.67363,2025
1037,Education,Complete,870565,0,1,0,0,47.51151,-79.67961,2025
1038,Education,Under construction,5788181,0,1,0,0,45.35018,-75.2632,2025
1039,Education,Complete,2142457,0,1,0,0,43.11686,-79.21437,2025
1040,Education,Complete,5131382,0,1,0,0,43.12173,-79.21593,2025
1042,Education,Complete,6015680,0,1,0,0,48.37209,-89.26674,2025
1043,Education,Complete,0,0,0,1,0,48.4407229,-89.2147366,2025
1044,Education,Complete,27980790,0,1,0,1,48.38839,-89.28096,2025
1045,Education,Complete,4749675,0,1,0,1,48.37316,-89.29105,2025
1046,Education,Complete,0,0,0,0,1,48.44435,-89.22939,2025
1047,Education,Complete,3491187,0,1,0,0,48.389,-89.28265,2025
1050,Education,Complete,2072676,0,1,0,1,42.86467,-80.72225,2025
1051,Education,Complete,3556585,0,1,0,1,42.88378,-80.75542,2025
1052,Education,Complete,11277427,0,1,0,0,42.85849979,-80.74876772,2025
1053,Education,Complete,6716636,0,1,0,1,48.48385,-81.3314,2025
1054,Education,Complete,232150,0,1,0,1,48.47749,-81.38019,2025
1055,Education,Complete,9604282,0,1,1,1,48.47749,-81.38019,2025
1056,Education,Planning,64224505,0,1,0,1,43.71291003,-79.2426899,2025
1057,Education,Complete,1803872,0,1,0,1,43.69236,-79.53691,2025
1058,Education,Complete,2157209,0,1,0,1,43.79192,-79.43164,2025
1059,Education,Complete,11719798,0,1,0,1,43.71874144,-79.53338855,2025
1060,Education,Complete,1342396,0,1,0,1,43.74982,-79.19966,2025
1061,Education,Complete,0,0,1,0,0,43.765414,-79.234627,2025
1062,Education,Complete,254556,0,1,0,0,43.65156,-79.42102,2025
1063,Education,Complete,12487815,1,1,0,1,43.759545,-79.400396,2025
1064,Education,Complete,42201417,0,1,0,1,43.66673212,-79.38310605,2025
1065,Education,Under construction,20348927,0,1,0,1,43.659015,-79.43529,2025
1066,Education,Complete,21203315,1,1,0,1,43.6992218,-79.39484091,2025
1067,Education,Complete,6519645,1,1,0,1,43.68882026,-79.5182766,2025
1068,Education,Complete,10645277,0,1,0,1,43.8158403,-79.3190106,2025
1069,Education,Under construction,37452158,0,1,0,1,43.70115,-79.38492,2025
1070,Education,Under construction,3221934,0,1,0,0,43.6790881,-79.2785357,2025
1071,Education,Complete,3783266,0,1,0,0,43.68283,-79.33408,2025
1072,Education,Complete,845508,0,1,0,0,43.6786419,-79.3231378,2025
1073,Education,Complete,1044187,0,1,0,0,43.63058,-79.51384,2025
1074,Education,Complete,7310189,0,1,0,1,43.76808,-79.52484,2025
1075,Education,Complete,6483861,0,1,0,1,43.63258,-79.57388,2025
1076,Education,Under construction,28209126,0,1,0,1,43.71768,-79.495826,2025
1077,Education,Complete,11728940,1,1,0,1,43.70334651,-79.52053272,2025
1078,Education,Complete,22543937,0,1,0,1,43.7867042,-79.3924783,2025
1079,Education,Complete,22296510,0,1,0,1,43.61416373,-79.49630707,2025
1080,Education,Under construction,23834362,0,1,0,1,43.66592,-79.42317,2025
1081,Education,Complete,10252328,0,1,0,1,43.59763,-79.51695,2025
1082,Education,Under construction,27464366,0,1,0,1,43.77755199,-79.4297765,2025
1083,Education,Complete,11444978,0,1,0,0,43.71006,-79.4593,2025
1084,Education,Complete,7423442,0,1,1,0,43.67937,-79.55919,2025
1085,Education,Complete,14339514,0,1,0,0,43.73929179,-79.24084121,2025
1086,Education,Complete,6146616,1,1,0,1,43.6572204,-79.4615677,2025
1087,Education,Complete,584943,0,1,0,1,43.743792,-79.2388347,2025
1088,Education,Complete,6515961,0,1,0,0,43.6341949,-79.5161798,2025
1089,Education,Complete,1873390,0,1,0,0,43.7756587,-79.1910427,2025
1090,Education,Complete,266390,0,1,0,0,43.7465588,-79.1966736,2025
1091,Education,Complete,8656744,0,1,0,1,43.6436772,-79.4757277,2025
1092,Education,Complete,0,0,0,0,1,43.63905,-79.39451,2025
1093,Education,Complete,956956,0,1,0,0,43.759545,-79.400396,2025
1094,Education,Under construction,59219018,0,1,0,1,43.71017,-79.45802,2025
1095,Education,Complete,2064409,0,1,0,1,43.76164,-79.3082,2025
1096,Education,Complete,3832900,0,1,0,0,43.77131,-79.16582,2025
1097,Education,Planning,1942066,1,1,0,1,43.73611,-79.42667,2025
1098,Education,Complete,998260,0,1,0,1,43.76907,-79.25912,2025
1099,Education,Complete,0,0,0,0,1,43.639517,-79.394477,2025
1100,Education,Complete,5227549,0,1,1,1,43.58995,-79.54403,2025
1101,Education,Complete,1573027,0,1,0,0,43.66592,-79.42317,2025
